"","Area","Region","YearPeriod","AVG_PercentFemale","AVG_PercentMale"
"1194","Mauritius","Africa","Y20172019","7.7","7.7"
"1195","Mauritius","Africa","Y20182020","10.2","10.2"
"1196","Mauritius","Africa","Y20192021","10.8","10.8"
"1197","Mauritius","Africa","Y20202022","11.5","11.5"
"1198","Montenegro","Europe","Y20002002","",""
"1199","Montenegro","Europe","Y20012003","",""
"1200","Montenegro","Europe","Y20022004","",""
"1201","Montenegro","Europe","Y20032005","",""
"1202","Montenegro","Europe","Y20042006","",""
"1203","Montenegro","Europe","Y20052007","",""
"1204","Montenegro","Europe","Y20062008","",""
"1205","Montenegro","Europe","Y20072009","",""
"1206","Montenegro","Europe","Y20082010","",""
"1207","Montenegro","Europe","Y20092011","",""
"1208","Montenegro","Europe","Y20102012","",""
"1209","Montenegro","Europe","Y20112013","",""
"1210","Montenegro","Europe","Y20122014","",""
"1211","Montenegro","Europe","Y20132015","",""
"1212","Montenegro","Europe","Y20142016","2.2","2.2"
"1213","Montenegro","Europe","Y20152017","2.6","2.6"
"1214","Montenegro","Europe","Y20162018","2.9","2.9"
"1215","Montenegro","Europe","Y20172019","2.6","2.6"
"1216","Montenegro","Europe","Y20182020","2.7","2.7"
"1217","Montenegro","Europe","Y20192021","2.8","2.8"
"1218","Montenegro","Europe","Y20202022","2.8","2.8"
"1219","Morocco","Africa","Y20002002","",""
"1220","Morocco","Africa","Y20012003","",""
"1221","Morocco","Africa","Y20022004","",""
"1222","Morocco","Africa","Y20032005","",""
"1223","Morocco","Africa","Y20042006","",""
"1224","Morocco","Africa","Y20052007","",""
"1225","Morocco","Africa","Y20062008","",""
"1226","Morocco","Africa","Y20072009","",""
"1227","Morocco","Africa","Y20082010","",""
"1228","Morocco","Africa","Y20092011","",""
"1229","Morocco","Africa","Y20102012","",""
"1230","Morocco","Africa","Y20112013","",""
"1231","Morocco","Africa","Y20122014","",""
"1232","Morocco","Africa","Y20132015","",""
"1233","Morocco","Africa","Y20142016","",""
"1234","Morocco","Africa","Y20152017","",""
"1235","Morocco","Africa","Y20162018","",""
"1236","Morocco","Africa","Y20172019","",""
"1237","Morocco","Africa","Y20182020","",""
"1238","Morocco","Africa","Y20192021","",""
"1239","Morocco","Africa","Y20202022","",""
"1240","Mozambique","Africa","Y20002002","",""
"1241","Mozambique","Africa","Y20012003","",""
"1242","Mozambique","Africa","Y20022004","",""
"1243","Mozambique","Africa","Y20032005","",""
"1244","Mozambique","Africa","Y20042006","",""
"1245","Mozambique","Africa","Y20052007","",""
"1246","Mozambique","Africa","Y20062008","",""
"1247","Mozambique","Africa","Y20072009","",""
"1248","Mozambique","Africa","Y20082010","",""
"1249","Mozambique","Africa","Y20092011","",""
"1250","Mozambique","Africa","Y20102012","",""
"1251","Mozambique","Africa","Y20112013","",""
"1252","Mozambique","Africa","Y20122014","",""
"1253","Mozambique","Africa","Y20132015","",""
"1254","Mozambique","Africa","Y20142016","",""
"1255","Mozambique","Africa","Y20152017","",""
"1256","Mozambique","Africa","Y20162018","42.5","42.5"
"1257","Mozambique","Africa","Y20172019","42.3","42.3"
"1258","Mozambique","Africa","Y20182020","42.8","42.8"
"1259","Mozambique","Africa","Y20192021","42","42"
"1260","Mozambique","Africa","Y20202022","40.7","40.7"
"1261","Namibia","Africa","Y20002002","",""
"1262","Namibia","Africa","Y20012003","",""
"1263","Namibia","Africa","Y20022004","",""
"1264","Namibia","Africa","Y20032005","",""
"1265","Namibia","Africa","Y20042006","",""
"1266","Namibia","Africa","Y20052007","",""
"1267","Namibia","Africa","Y20062008","",""
"1268","Namibia","Africa","Y20072009","",""
"1269","Namibia","Africa","Y20082010","",""
"1270","Namibia","Africa","Y20092011","",""
"1271","Namibia","Africa","Y20102012","",""
"1272","Namibia","Africa","Y20112013","",""
"1273","Namibia","Africa","Y20122014","",""
"1274","Namibia","Africa","Y20132015","",""
"1275","Namibia","Africa","Y20142016","30.6","30.6"
"1276","Namibia","Africa","Y20152017","30.4","30.4"
"1277","Namibia","Africa","Y20162018","30.7","30.7"
"1278","Namibia","Africa","Y20172019","31.7","31.7"
"1279","Namibia","Africa","Y20182020","33.2","33.2"
"1280","Namibia","Africa","Y20192021","34.1","34.1"
"1281","Namibia","Africa","Y20202022","34.3","34.3"
"1282","Netherlands (Kingdom of the)","Europe","Y20002002","",""
"1283","Netherlands (Kingdom of the)","Europe","Y20012003","",""
"1284","Netherlands (Kingdom of the)","Europe","Y20022004","",""
"1285","Netherlands (Kingdom of the)","Europe","Y20032005","",""
"1286","Netherlands (Kingdom of the)","Europe","Y20042006","",""
"1287","Netherlands (Kingdom of the)","Europe","Y20052007","",""
"1288","Netherlands (Kingdom of the)","Europe","Y20062008","",""
"1289","Netherlands (Kingdom of the)","Europe","Y20072009","",""
"1290","Netherlands (Kingdom of the)","Europe","Y20082010","",""
"1291","Netherlands (Kingdom of the)","Europe","Y20092011","",""
"1292","Netherlands (Kingdom of the)","Europe","Y20102012","",""
"1293","Netherlands (Kingdom of the)","Europe","Y20112013","",""
"1294","Netherlands (Kingdom of the)","Europe","Y20122014","",""
"1295","Netherlands (Kingdom of the)","Europe","Y20132015","",""
"1296","Netherlands (Kingdom of the)","Europe","Y20142016","1.4","1.4"
"1297","Netherlands (Kingdom of the)","Europe","Y20152017","1.8","1.8"
"1298","Netherlands (Kingdom of the)","Europe","Y20162018","1.7","1.7"
"1299","Netherlands (Kingdom of the)","Europe","Y20172019","2","2"
"1300","Netherlands (Kingdom of the)","Europe","Y20182020","1.5","1.5"
"1301","Netherlands (Kingdom of the)","Europe","Y20192021","1.3","1.3"
"1302","Netherlands (Kingdom of the)","Europe","Y20202022","1.6","1.6"
"1303","Niger","Africa","Y20002002","",""
"1304","Niger","Africa","Y20012003","",""
"1305","Niger","Africa","Y20022004","",""
"1306","Niger","Africa","Y20032005","",""
"1307","Niger","Africa","Y20042006","",""
"1308","Niger","Africa","Y20052007","",""
"1309","Niger","Africa","Y20062008","",""
"1310","Niger","Africa","Y20072009","",""
"1311","Niger","Africa","Y20082010","",""
"1312","Niger","Africa","Y20092011","",""
"1313","Niger","Africa","Y20102012","",""
"1314","Niger","Africa","Y20112013","",""
"1315","Niger","Africa","Y20122014","",""
"1316","Niger","Africa","Y20132015","",""
"1317","Niger","Africa","Y20142016","",""
"1318","Niger","Africa","Y20152017","",""
"1319","Niger","Africa","Y20162018","10.2","10.2"
"1320","Niger","Africa","Y20172019","12.2","12.2"
"1321","Niger","Africa","Y20182020","17.1","17.1"
"1322","Niger","Africa","Y20192021","",""
"1323","Niger","Africa","Y20202022","31.6","31.6"
"1324","Nigeria","Africa","Y20002002","",""
"1325","Nigeria","Africa","Y20012003","",""
"1326","Nigeria","Africa","Y20022004","",""
"1327","Nigeria","Africa","Y20032005","",""
"1328","Nigeria","Africa","Y20042006","",""
"1329","Nigeria","Africa","Y20052007","",""
"1330","Nigeria","Africa","Y20062008","",""
"1331","Nigeria","Africa","Y20072009","",""
"1332","Nigeria","Africa","Y20082010","",""
"1333","Nigeria","Africa","Y20092011","",""
"1334","Nigeria","Africa","Y20102012","",""
"1335","Nigeria","Africa","Y20112013","",""
"1336","Nigeria","Africa","Y20122014","",""
"1337","Nigeria","Africa","Y20132015","",""
"1338","Nigeria","Africa","Y20142016","10","10"
"1339","Nigeria","Africa","Y20152017","10.7","10.7"
"1340","Nigeria","Africa","Y20162018","12.5","12.5"
"1341","Nigeria","Africa","Y20172019","14.8","14.8"
"1342","Nigeria","Africa","Y20182020","17.8","17.8"
"1343","Nigeria","Africa","Y20192021","20","20"
"1344","Nigeria","Africa","Y20202022","21.5","21.5"
"1345","North Macedonia","Europe","Y20002002","",""
"1346","North Macedonia","Europe","Y20012003","",""
"1347","North Macedonia","Europe","Y20022004","",""
"1348","North Macedonia","Europe","Y20032005","",""
"1349","North Macedonia","Europe","Y20042006","",""
"1350","North Macedonia","Europe","Y20052007","",""
"1351","North Macedonia","Europe","Y20062008","",""
"1352","North Macedonia","Europe","Y20072009","",""
"1353","North Macedonia","Europe","Y20082010","",""
"1354","North Macedonia","Europe","Y20092011","",""
"1355","North Macedonia","Europe","Y20102012","",""
"1356","North Macedonia","Europe","Y20112013","",""
"1357","North Macedonia","Europe","Y20122014","",""
"1358","North Macedonia","Europe","Y20132015","",""
"1359","North Macedonia","Europe","Y20142016","3.7","3.7"
"1360","North Macedonia","Europe","Y20152017","3.4","3.4"
"1361","North Macedonia","Europe","Y20162018","3","3"
"1362","North Macedonia","Europe","Y20172019","3.4","3.4"
"1363","North Macedonia","Europe","Y20182020","4.9","4.9"
"1364","North Macedonia","Europe","Y20192021","6.3","6.3"
"1365","North Macedonia","Europe","Y20202022","7.3","7.3"
"1366","Norway","Europe","Y20002002","",""
"1367","Norway","Europe","Y20012003","",""
"1368","Norway","Europe","Y20022004","",""
"1369","Norway","Europe","Y20032005","",""
"1370","Norway","Europe","Y20042006","",""
"1371","Norway","Europe","Y20052007","",""
"1372","Norway","Europe","Y20062008","",""
"1373","Norway","Europe","Y20072009","",""
"1374","Norway","Europe","Y20082010","",""
"1375","Norway","Europe","Y20092011","",""
"1376","Norway","Europe","Y20102012","",""
"1377","Norway","Europe","Y20112013","",""
"1378","Norway","Europe","Y20122014","",""
"1379","Norway","Europe","Y20132015","",""
"1380","Norway","Europe","Y20142016","1.3","1.3"
"1381","Norway","Europe","Y20152017","1.3","1.3"
"1382","Norway","Europe","Y20162018","1.1","1.1"
"1383","Norway","Europe","Y20172019","1.2","1.2"
"1384","Norway","Europe","Y20182020","0.7","0.7"
"1385","Norway","Europe","Y20192021","0.8","0.8"
"1386","Norway","Europe","Y20202022","0.7","0.7"
"1387","Poland","Europe","Y20002002","",""
"1388","Poland","Europe","Y20012003","",""
"1389","Poland","Europe","Y20022004","",""
"1390","Poland","Europe","Y20032005","",""
"1391","Poland","Europe","Y20042006","",""
"1392","Poland","Europe","Y20052007","",""
"1393","Poland","Europe","Y20062008","",""
"1394","Poland","Europe","Y20072009","",""
"1395","Poland","Europe","Y20082010","",""
"1396","Poland","Europe","Y20092011","",""
"1397","Poland","Europe","Y20102012","",""
"1398","Poland","Europe","Y20112013","",""
"1399","Poland","Europe","Y20122014","",""
"1400","Poland","Europe","Y20132015","",""
"1401","Poland","Europe","Y20142016","1.9","1.9"
"1402","Poland","Europe","Y20152017","1.4","1.4"
"1403","Poland","Europe","Y20162018","0.8","0.8"
"1404","Poland","Europe","Y20172019","<0.5","<0.5"
"1405","Poland","Europe","Y20182020","<0.5","<0.5"
"1406","Poland","Europe","Y20192021","1","1"
"1407","Poland","Europe","Y20202022","1.1","1.1"
"1408","Portugal","Europe","Y20002002","",""
"1409","Portugal","Europe","Y20012003","",""
"1410","Portugal","Europe","Y20022004","",""
"1411","Portugal","Europe","Y20032005","",""
"1412","Portugal","Europe","Y20042006","",""
"1413","Portugal","Europe","Y20052007","",""
"1414","Portugal","Europe","Y20062008","",""
"1415","Portugal","Europe","Y20072009","",""
"1416","Portugal","Europe","Y20082010","",""
"1417","Portugal","Europe","Y20092011","",""
"1418","Portugal","Europe","Y20102012","",""
"1419","Portugal","Europe","Y20112013","",""
"1420","Portugal","Europe","Y20122014","",""
"1421","Portugal","Europe","Y20132015","",""
"1422","Portugal","Europe","Y20142016","4.4","4.4"
"1423","Portugal","Europe","Y20152017","3.9","3.9"
"1424","Portugal","Europe","Y20162018","3.5","3.5"
"1425","Portugal","Europe","Y20172019","3.3","3.3"
"1426","Portugal","Europe","Y20182020","2.9","2.9"
"1427","Portugal","Europe","Y20192021","2.9","2.9"
"1428","Portugal","Europe","Y20202022","3.5","3.5"
"1429","Republic of Moldova","Europe","Y20002002","",""
"1430","Republic of Moldova","Europe","Y20012003","",""
"1431","Republic of Moldova","Europe","Y20022004","",""
"1432","Republic of Moldova","Europe","Y20032005","",""
"1433","Republic of Moldova","Europe","Y20042006","",""
"1434","Republic of Moldova","Europe","Y20052007","",""
"1435","Republic of Moldova","Europe","Y20062008","",""
"1436","Republic of Moldova","Europe","Y20072009","",""
"1437","Republic of Moldova","Europe","Y20082010","",""
"1438","Republic of Moldova","Europe","Y20092011","",""
"1439","Republic of Moldova","Europe","Y20102012","",""
"1440","Republic of Moldova","Europe","Y20112013","",""
"1441","Republic of Moldova","Europe","Y20122014","",""
"1442","Republic of Moldova","Europe","Y20132015","",""
"1443","Republic of Moldova","Europe","Y20142016","1.6","1.6"
"1444","Republic of Moldova","Europe","Y20152017","2.3","2.3"
"1445","Republic of Moldova","Europe","Y20162018","2.8","2.8"
"1446","Republic of Moldova","Europe","Y20172019","4.5","4.5"
"1447","Republic of Moldova","Europe","Y20182020","4.6","4.6"
"1448","Republic of Moldova","Europe","Y20192021","5.3","5.3"
"1449","Republic of Moldova","Europe","Y20202022","5.1","5.1"
"1450","Romania","Europe","Y20002002","",""
"1451","Romania","Europe","Y20012003","",""
"1452","Romania","Europe","Y20022004","",""
"1453","Romania","Europe","Y20032005","",""
"1454","Romania","Europe","Y20042006","",""
"1455","Romania","Europe","Y20052007","",""
"1456","Romania","Europe","Y20062008","",""
"1457","Romania","Europe","Y20072009","",""
"1458","Romania","Europe","Y20082010","",""
"1459","Romania","Europe","Y20092011","",""
"1460","Romania","Europe","Y20102012","",""
"1461","Romania","Europe","Y20112013","",""
"1462","Romania","Europe","Y20122014","",""
"1463","Romania","Europe","Y20132015","",""
"1464","Romania","Europe","Y20142016","6.9","6.9"
"1465","Romania","Europe","Y20152017","5.9","5.9"
"1466","Romania","Europe","Y20162018","4.8","4.8"
"1467","Romania","Europe","Y20172019","3.7","3.7"
"1468","Romania","Europe","Y20182020","3.4","3.4"
"1469","Romania","Europe","Y20192021","3.2","3.2"
"1470","Romania","Europe","Y20202022","6","6"
"1471","Russian Federation","Europe","Y20002002","",""
"1472","Russian Federation","Europe","Y20012003","",""
"1473","Russian Federation","Europe","Y20022004","",""
"1474","Russian Federation","Europe","Y20032005","",""
"1475","Russian Federation","Europe","Y20042006","",""
"1476","Russian Federation","Europe","Y20052007","",""
"1477","Russian Federation","Europe","Y20062008","",""
"1478","Russian Federation","Europe","Y20072009","",""
"1479","Russian Federation","Europe","Y20082010","",""
"1480","Russian Federation","Europe","Y20092011","",""
"1481","Russian Federation","Europe","Y20102012","",""
"1482","Russian Federation","Europe","Y20112013","",""
"1483","Russian Federation","Europe","Y20122014","",""
"1484","Russian Federation","Europe","Y20132015","",""
"1485","Russian Federation","Europe","Y20142016","0.8","0.8"
"1486","Russian Federation","Europe","Y20152017","0.8","0.8"
"1487","Russian Federation","Europe","Y20162018","0.5","0.5"
"1488","Russian Federation","Europe","Y20172019","<0.5","<0.5"
"1489","Russian Federation","Europe","Y20182020","<0.5","<0.5"
"1490","Russian Federation","Europe","Y20192021","<0.5","<0.5"
"1491","Russian Federation","Europe","Y20202022","<0.5","<0.5"
"1492","Rwanda","Africa","Y20002002","",""
"1493","Rwanda","Africa","Y20012003","",""
"1494","Rwanda","Africa","Y20022004","",""
"1495","Rwanda","Africa","Y20032005","",""
"1496","Rwanda","Africa","Y20042006","",""
"1497","Rwanda","Africa","Y20052007","",""
"1498","Rwanda","Africa","Y20062008","",""
"1499","Rwanda","Africa","Y20072009","",""
"1500","Rwanda","Africa","Y20082010","",""
"1501","Rwanda","Africa","Y20092011","",""
"1502","Rwanda","Africa","Y20102012","",""
"1503","Rwanda","Africa","Y20112013","",""
"1504","Rwanda","Africa","Y20122014","",""
"1505","Rwanda","Africa","Y20132015","",""
"1506","Rwanda","Africa","Y20142016","",""
"1507","Rwanda","Africa","Y20152017","",""
"1508","Rwanda","Africa","Y20162018","",""
"1509","Rwanda","Africa","Y20172019","",""
"1510","Rwanda","Africa","Y20182020","",""
"1511","Rwanda","Africa","Y20192021","",""
"1512","Rwanda","Africa","Y20202022","",""
"1513","Sao Tome and Principe","Africa","Y20002002","",""
"1514","Sao Tome and Principe","Africa","Y20012003","",""
"1515","Sao Tome and Principe","Africa","Y20022004","",""
"1516","Sao Tome and Principe","Africa","Y20032005","",""
"1517","Sao Tome and Principe","Africa","Y20042006","",""
"1518","Sao Tome and Principe","Africa","Y20052007","",""
"1519","Sao Tome and Principe","Africa","Y20062008","",""
"1520","Sao Tome and Principe","Africa","Y20072009","",""
"1521","Sao Tome and Principe","Africa","Y20082010","",""
"1522","Sao Tome and Principe","Africa","Y20092011","",""
"1523","Sao Tome and Principe","Africa","Y20102012","",""
"1524","Sao Tome and Principe","Africa","Y20112013","",""
"1525","Sao Tome and Principe","Africa","Y20122014","",""
"1526","Sao Tome and Principe","Africa","Y20132015","",""
"1527","Sao Tome and Principe","Africa","Y20142016","",""
"1528","Sao Tome and Principe","Africa","Y20152017","",""
"1529","Sao Tome and Principe","Africa","Y20162018","",""
"1530","Sao Tome and Principe","Africa","Y20172019","",""
"1531","Sao Tome and Principe","Africa","Y20182020","",""
"1532","Sao Tome and Principe","Africa","Y20192021","14.4","14.4"
"1533","Sao Tome and Principe","Africa","Y20202022","14.4","14.4"
"1534","Senegal","Africa","Y20002002","",""
"1535","Senegal","Africa","Y20012003","",""
"1536","Senegal","Africa","Y20022004","",""
"1537","Senegal","Africa","Y20032005","",""
"1538","Senegal","Africa","Y20042006","",""
"1539","Senegal","Africa","Y20052007","",""
"1540","Senegal","Africa","Y20062008","",""
"1541","Senegal","Africa","Y20072009","",""
"1542","Senegal","Africa","Y20082010","",""
"1543","Senegal","Africa","Y20092011","",""
"1544","Senegal","Africa","Y20102012","",""
"1545","Senegal","Africa","Y20112013","",""
"1546","Senegal","Africa","Y20122014","",""
"1547","Senegal","Africa","Y20132015","",""
"1548","Senegal","Africa","Y20142016","6.9","6.9"
"1549","Senegal","Africa","Y20152017","6.6","6.6"
"1550","Senegal","Africa","Y20162018","6.5","6.5"
"1551","Senegal","Africa","Y20172019","8","8"
"1552","Senegal","Africa","Y20182020","9.2","9.2"
"1553","Senegal","Africa","Y20192021","10.3","10.3"
"1554","Senegal","Africa","Y20202022","10.9","10.9"
"1555","Serbia","Europe","Y20002002","",""
"1556","Serbia","Europe","Y20012003","",""
"1557","Serbia","Europe","Y20022004","",""
"1558","Serbia","Europe","Y20032005","",""
"1559","Serbia","Europe","Y20042006","",""
"1560","Serbia","Europe","Y20052007","",""
"1561","Serbia","Europe","Y20062008","",""
"1562","Serbia","Europe","Y20072009","",""
"1563","Serbia","Europe","Y20082010","",""
"1564","Serbia","Europe","Y20092011","",""
"1565","Serbia","Europe","Y20102012","",""
"1566","Serbia","Europe","Y20112013","",""
"1567","Serbia","Europe","Y20122014","",""
"1568","Serbia","Europe","Y20132015","",""
"1569","Serbia","Europe","Y20142016","1.6","1.6"
"1570","Serbia","Europe","Y20152017","2.4","2.4"
"1571","Serbia","Europe","Y20162018","2.3","2.3"
"1572","Serbia","Europe","Y20172019","2.3","2.3"
"1573","Serbia","Europe","Y20182020","2.4","2.4"
"1574","Serbia","Europe","Y20192021","4","4"
"1575","Serbia","Europe","Y20202022","4.3","4.3"
"1576","Seychelles","Africa","Y20002002","",""
"1577","Seychelles","Africa","Y20012003","",""
"1578","Seychelles","Africa","Y20022004","",""
"1579","Seychelles","Africa","Y20032005","",""
"1580","Seychelles","Africa","Y20042006","",""
"1581","Seychelles","Africa","Y20052007","",""
"1582","Seychelles","Africa","Y20062008","",""
"1583","Seychelles","Africa","Y20072009","",""
"1584","Seychelles","Africa","Y20082010","",""
"1585","Seychelles","Africa","Y20092011","",""
"1586","Seychelles","Africa","Y20102012","",""
"1587","Seychelles","Africa","Y20112013","",""
"1588","Seychelles","Africa","Y20122014","",""
"1589","Seychelles","Africa","Y20132015","",""
"1590","Seychelles","Africa","Y20142016","3.2","3.2"
"1591","Seychelles","Africa","Y20152017","3.2","3.2"
"1592","Seychelles","Africa","Y20162018","3.2","3.2"
"1593","Seychelles","Africa","Y20172019","",""
"1594","Seychelles","Africa","Y20182020","",""
"1595","Seychelles","Africa","Y20192021","",""
"1596","Seychelles","Africa","Y20202022","3.3","3.3"
"1597","Sierra Leone","Africa","Y20002002","",""
"1598","Sierra Leone","Africa","Y20012003","",""
"1599","Sierra Leone","Africa","Y20022004","",""
"1600","Sierra Leone","Africa","Y20032005","",""
"1601","Sierra Leone","Africa","Y20042006","",""
"1602","Sierra Leone","Africa","Y20052007","",""
"1603","Sierra Leone","Africa","Y20062008","",""
"1604","Sierra Leone","Africa","Y20072009","",""
"1605","Sierra Leone","Africa","Y20082010","",""
"1606","Sierra Leone","Africa","Y20092011","",""
"1607","Sierra Leone","Africa","Y20102012","",""
"1608","Sierra Leone","Africa","Y20112013","",""
"1609","Sierra Leone","Africa","Y20122014","",""
"1610","Sierra Leone","Africa","Y20132015","",""
"1611","Sierra Leone","Africa","Y20142016","27.5","27.5"
"1612","Sierra Leone","Africa","Y20152017","32.8","32.8"
"1613","Sierra Leone","Africa","Y20162018","33.4","33.4"
"1614","Sierra Leone","Africa","Y20172019","33.2","33.2"
"1615","Sierra Leone","Africa","Y20182020","32.7","32.7"
"1616","Sierra Leone","Africa","Y20192021","31.7","31.7"
"1617","Sierra Leone","Africa","Y20202022","31.7","31.7"
"1618","Slovakia","Europe","Y20002002","",""
"1619","Slovakia","Europe","Y20012003","",""
"1620","Slovakia","Europe","Y20022004","",""
"1621","Slovakia","Europe","Y20032005","",""
"1622","Slovakia","Europe","Y20042006","",""
"1623","Slovakia","Europe","Y20052007","",""
"1624","Slovakia","Europe","Y20062008","",""
"1625","Slovakia","Europe","Y20072009","",""
"1626","Slovakia","Europe","Y20082010","",""
"1627","Slovakia","Europe","Y20092011","",""
"1628","Slovakia","Europe","Y20102012","",""
"1629","Slovakia","Europe","Y20112013","",""
"1630","Slovakia","Europe","Y20122014","",""
"1631","Slovakia","Europe","Y20132015","",""
"1632","Slovakia","Europe","Y20142016","1.1","1.1"
"1633","Slovakia","Europe","Y20152017","1.1","1.1"
"1634","Slovakia","Europe","Y20162018","1.1","1.1"
"1635","Slovakia","Europe","Y20172019","0.8","0.8"
"1636","Slovakia","Europe","Y20182020","1.2","1.2"
"1637","Slovakia","Europe","Y20192021","1.8","1.8"
"1638","Slovakia","Europe","Y20202022","2.2","2.2"
"1639","Slovenia","Europe","Y20002002","",""
"1640","Slovenia","Europe","Y20012003","",""
"1641","Slovenia","Europe","Y20022004","",""
"1642","Slovenia","Europe","Y20032005","",""
"1643","Slovenia","Europe","Y20042006","",""
"1644","Slovenia","Europe","Y20052007","",""
"1645","Slovenia","Europe","Y20062008","",""
"1646","Slovenia","Europe","Y20072009","",""
"1647","Slovenia","Europe","Y20082010","",""
"1648","Slovenia","Europe","Y20092011","",""
"1649","Slovenia","Europe","Y20102012","",""
"1650","Slovenia","Europe","Y20112013","",""
"1651","Slovenia","Europe","Y20122014","",""
"1652","Slovenia","Europe","Y20132015","",""
"1653","Slovenia","Europe","Y20142016","1","1"
"1654","Slovenia","Europe","Y20152017","0.9","0.9"
"1655","Slovenia","Europe","Y20162018","0.7","0.7"
"1656","Slovenia","Europe","Y20172019","<0.5","<0.5"
"1657","Slovenia","Europe","Y20182020","<0.5","<0.5"
"1658","Slovenia","Europe","Y20192021","0.9","0.9"
"1659","Slovenia","Europe","Y20202022","1.4","1.4"
"1660","Somalia","Africa","Y20002002","",""
"1661","Somalia","Africa","Y20012003","",""
"1662","Somalia","Africa","Y20022004","",""
"1663","Somalia","Africa","Y20032005","",""
"1664","Somalia","Africa","Y20042006","",""
"1665","Somalia","Africa","Y20052007","",""
"1666","Somalia","Africa","Y20062008","",""
"1667","Somalia","Africa","Y20072009","",""
"1668","Somalia","Africa","Y20082010","",""
"1669","Somalia","Africa","Y20092011","",""
"1670","Somalia","Africa","Y20102012","",""
"1671","Somalia","Africa","Y20112013","",""
"1672","Somalia","Africa","Y20122014","",""
"1673","Somalia","Africa","Y20132015","",""
"1674","Somalia","Africa","Y20142016","",""
"1675","Somalia","Africa","Y20152017","",""
"1676","Somalia","Africa","Y20162018","",""
"1677","Somalia","Africa","Y20172019","",""
"1678","Somalia","Africa","Y20182020","",""
"1679","Somalia","Africa","Y20192021","41.7","41.7"
"1680","Somalia","Africa","Y20202022","43.4","43.4"
"1681","South Africa","Africa","Y20002002","",""
"1682","South Africa","Africa","Y20012003","",""
"1683","South Africa","Africa","Y20022004","",""
"1684","South Africa","Africa","Y20032005","",""
"1685","South Africa","Africa","Y20042006","",""
"1686","South Africa","Africa","Y20052007","",""
"1687","South Africa","Africa","Y20062008","",""
"1688","South Africa","Africa","Y20072009","",""
"1689","South Africa","Africa","Y20082010","",""
"1690","South Africa","Africa","Y20092011","",""
"1691","South Africa","Africa","Y20102012","",""
"1692","South Africa","Africa","Y20112013","",""
"1693","South Africa","Africa","Y20122014","",""
"1694","South Africa","Africa","Y20132015","",""
"1695","South Africa","Africa","Y20142016","",""
"1696","South Africa","Africa","Y20152017","",""
"1697","South Africa","Africa","Y20162018","",""
"1698","South Africa","Africa","Y20172019","7.8","7.8"
"1699","South Africa","Africa","Y20182020","8.4","8.4"
"1700","South Africa","Africa","Y20192021","8.9","8.9"
"1701","South Africa","Africa","Y20202022","9.7","9.7"
"1702","South Sudan","Africa","Y20002002","",""
"1703","South Sudan","Africa","Y20012003","",""
"1704","South Sudan","Africa","Y20022004","",""
"1705","South Sudan","Africa","Y20032005","",""
"1706","South Sudan","Africa","Y20042006","",""
"1707","South Sudan","Africa","Y20052007","",""
"1708","South Sudan","Africa","Y20062008","",""
"1709","South Sudan","Africa","Y20072009","",""
"1710","South Sudan","Africa","Y20082010","",""
"1711","South Sudan","Africa","Y20092011","",""
"1712","South Sudan","Africa","Y20102012","",""
"1713","South Sudan","Africa","Y20112013","",""
"1714","South Sudan","Africa","Y20122014","",""
"1715","South Sudan","Africa","Y20132015","",""
"1716","South Sudan","Africa","Y20142016","",""
"1717","South Sudan","Africa","Y20152017","",""
"1718","South Sudan","Africa","Y20162018","65.4","65.4"
"1719","South Sudan","Africa","Y20172019","63.7","63.7"
"1720","South Sudan","Africa","Y20182020","63","63"
"1721","South Sudan","Africa","Y20192021","62.3","62.3"
"1722","South Sudan","Africa","Y20202022","63.2","63.2"
"1723","Spain","Europe","Y20002002","",""
"1724","Spain","Europe","Y20012003","",""
"1725","Spain","Europe","Y20022004","",""
"1726","Spain","Europe","Y20032005","",""
"1727","Spain","Europe","Y20042006","",""
"1728","Spain","Europe","Y20052007","",""
"1729","Spain","Europe","Y20062008","",""
"1730","Spain","Europe","Y20072009","",""
"1731","Spain","Europe","Y20082010","",""
"1732","Spain","Europe","Y20092011","",""
"1733","Spain","Europe","Y20102012","",""
"1734","Spain","Europe","Y20112013","",""
"1735","Spain","Europe","Y20122014","",""
"1736","Spain","Europe","Y20132015","",""
"1737","Spain","Europe","Y20142016","1.1","1.1"
"1738","Spain","Europe","Y20152017","1.4","1.4"
"1739","Spain","Europe","Y20162018","1.6","1.6"
"1740","Spain","Europe","Y20172019","2.2","2.2"
"1741","Spain","Europe","Y20182020","1.9","1.9"
"1742","Spain","Europe","Y20192021","2","2"
"1743","Spain","Europe","Y20202022","1.8","1.8"
"1744","Sudan","Africa","Y20002002","",""
"1745","Sudan","Africa","Y20012003","",""
"1746","Sudan","Africa","Y20022004","",""
"1747","Sudan","Africa","Y20032005","",""
"1748","Sudan","Africa","Y20042006","",""
"1749","Sudan","Africa","Y20052007","",""
"1750","Sudan","Africa","Y20062008","",""
"1751","Sudan","Africa","Y20072009","",""
"1752","Sudan","Africa","Y20082010","",""
"1753","Sudan","Africa","Y20092011","",""
"1754","Sudan","Africa","Y20102012","",""
"1755","Sudan","Africa","Y20112013","",""
"1756","Sudan","Africa","Y20122014","",""
"1757","Sudan","Africa","Y20132015","",""
"1758","Sudan","Africa","Y20142016","13.4","13.4"
"1759","Sudan","Africa","Y20152017","14.5","14.5"
